,Unnamed: 0,Price,Address,Beds,Bathrooms,Square Footage,Property type
0,0,"$453,200","173-11 110th Ave, Jamaica, NY 11433",6 bds,4 ba,"2,168 sqft",- Foreclosure
1,1,"$119,000","100 W 57th St #19M, New York, NY 10019",Studio,1 ba,450 sqft,- Condo for sale
2,2,"$1,295,000","461 83rd St, Brooklyn, NY 11209",4 bds,3 ba,"2,598 sqft",- For sale by owner
3,3,"$65,000","920 Metcalf Ave APT 3G, Bronx, NY 10473",1 bd,1 ba,700 sqft,- Condo for sale
4,4,"$379,000","303 E 57th St APT 32B, New York, NY 10022",2 bds,3 ba,"1,800 sqft",- Condo for sale
5,5,"$699,000","35 Poland Pl, Staten Island, NY 10314",3 bds,3 ba,"2,132 sqft",- House for sale
6,6,"$125,000","1204 Franklin Ave, Bronx, NY 10456",5 bds,2 ba,"2,695 sqft",- Multi-family home for sale
7,7,"$299,000","3363 Sedgwick Ave #4E, Bronx, NY 10463",3 bds,2 ba,"1,200 sqft",- Condo for sale
8,8,"$375,000","303 E 57th St APT 6D, New York, NY 10022",2 bds,2 ba,"1,400 sqft",- Condo for sale
9,9,"$345,000","18-70 211th St APT 2D, Bayside, NY 11360",3 bds,2 ba,"1,400 sqft",- Condo for sale
10,10,"$200,000","146-15 123rd Ave, Jamaica, NY 11436",4 bds,2 ba,"1,248 sqft",- House for sale
11,11,"$495,000","303 E 57th St #37DE, New York, NY 10022",4 bds,4 ba,-- sqft,- Condo for sale
12,12,"$239,000","2170 Brigham St #4D, Brooklyn, NY 11229",2 bds,1 ba,"1,024 sqft",- Condo for sale
13,13,"$360,000","142 Fox Ln, Staten Island, NY 10306",2 bds,3 ba,905 sqft,- House for sale
14,14,"$185,000","163-45 Cross Bay Blvd, Howard Beach, NY 11414",3 bds,2 ba,-- sqft,- House for sale
15,15,"$500,000","9281 Shore Rd APT 203, Brooklyn, NY 11209",2 bds,1 ba,"1,000 sqft",- For sale by owner
16,16,"$589,000","27 Prospect Park W #1A, Brooklyn, NY 11215",2 bds,2 ba,825 sqft,- Condo for sale
17,17,"$150,000","100 W 57th St #11F, New York, NY 10019",Studio,1 ba,650 sqft,- Condo for sale
18,18,"$169,000,000","432 Park Ave #PENTHOUSE, New York, NY 10022",6 bds,9 ba,"8,255 sqft",- Condo for sale
19,19,"$299,000","408 W 25th St APT 4FE, New York, NY 10001",1 bd,1 ba,-- sqft,- Condo for sale
20,20,"$345,000","303 E 57th St APT 12G, New York, NY 10022",2 bds,2 ba,"1,400 sqft",- Condo for sale
21,21,"$1,650","4005 Ithaca St APT 5D, Elmhurst, NY 11373",1 bd,1 ba,640 sqft,- Condo for sale
22,22,"$279,000","21-57 33rd St APT 4B, Astoria, NY 11105",2 bds,1 ba,-- sqft,- Condo for sale
23,23,"$174,900","112-19 34th Ave APT 3H, Corona, NY 11368",2 bds,1 ba,"1,000 sqft",- Foreclosure
24,24,"$150,000","1984 Vyse Ave #A, Bronx, NY 10460",2 bds,1 ba,900 sqft,- Condo for sale
25,25,"$150,000","100 W 57th St APT 14F, New York, NY 10019",Studio,1 ba,650 sqft,- Condo for sale
26,26,"$85,000","645 Barretto St APT 5J, Bronx, NY 10474",1 bd,1 ba,750 sqft,- Condo for sale
27,27,"$305,000","205 E 89th St APT 4D, New York, NY 10128",Studio,1 ba,450 sqft,- For sale by owner
28,28,"$300,000","755 Schenck Ave, Brooklyn, NY 11207",9 bds,3 ba,"2,976 sqft",- Multi-family home for sale
29,29,"$425,000","420 E 51st St APT 3D, New York, NY 10022",2 bds,2 ba,"1,250 sqft",- Condo for sale
30,30,"$700,000","489 Main Ave, Staten Island, NY 10304",4 bds,3 ba,"1,680 sqft",- Foreclosure
31,31,"$462,000","85-15 Main St #7D, Jamaica, NY 11435",2 bds,2 ba,"1,350 sqft",- For sale by owner
32,32,"$395,000","134 W 113th St APT 5R, New York, NY 10026",3 bds,2 ba,"1,000 sqft",- Condo for sale
33,33,"$85,000","1383 Plimpton Ave FLOOR 1C-1, Bronx, NY 10452",1 bd,1 ba,-- sqft,- Condo for sale
34,34,"$595,000","303 E 57th St APT 45A, New York, NY 10022",3 bds,3 ba,"2,200 sqft",- Condo for sale
35,35,"$365,000","847 E 214th St, Bronx, NY 10467",4 bds,2 ba,"2,214 sqft",- House for sale
36,36,"$399,000","1355 E 57th St, Brooklyn, NY 11234",3 bds,2 ba,"1,316 sqft",- House for sale
37,37,"$599,000","1 Dublin Pl, Staten Island, NY 10303",3 bds,3 ba,"1,660 sqft",- House for sale
38,38,"$790,000","111 E 10th St APT 2, New York, NY 10003",1 bd,1 ba,400 sqft,- For sale by owner
39,39,"$170,000","224 Lefferts Ave #1, Brooklyn, NY 11225",1 bd,1 ba,650 sqft,- Condo for sale
40,40,"$375,000","32 Herkimer St APT 4, Brooklyn, NY 11216",3 bds,1 ba,-- sqft,- Condo for sale
41,41,"$1,519,000","453 Mayfair Dr S, Brooklyn, NY 11234",4 bds,3 ba,"2,310 sqft",- House for sale
42,42,"$275,000","1524 Harding Park, Bronx, NY 10473",3 bds,3 ba,595 sqft,- House for sale
43,43,"$675,000","33 Forrestal Ave, Staten Island, NY 10312",3 bds,2 ba,"2,416 sqft",- House for sale
44,44,"$459,000","310 W 122nd St APT 5W, New York, NY 10027",2 bds,1 ba,"1,012 sqft",- Apartment for sale
45,45,"$629,000","54 Veronica Pl APT 3E, Brooklyn, NY 11226",3 bds,1 ba,"1,050 sqft",- For sale by owner
46,46,"$1,398,000","1030 77th St, Brooklyn, NY 11228",4 bds,3 ba,"2,480 sqft",- Multi-family home for sale
47,47,"$471,000","1812 Hunt Ave, Bronx, NY 10462",3 bds,2 ba,"1,884 sqft",- House for sale
48,48,"$899,000","340 Thornycroft Ave, Staten Island, NY 10312",4 bds,2 ba,"2,338 sqft",- House for sale
49,49,"$549,000","142 McLaughlin St, Staten Island, NY 10305",4 bds,3 ba,"1,730 sqft",- Multi-family home for sale
50,50,"$310,000","104-54 164th St, Jamaica, NY 11433",5 bds,2 ba,-- sqft,- House for sale
51,51,"$1,250,000","614 Lincoln Pl, Brooklyn, NY 11216",3 bds,3 ba,"1,440 sqft",- House for sale
52,52,"$299,000","3721 80th St APT 4A, Flushing, NY 11372",1 bd,1 ba,750 sqft,- For sale by owner
53,53,"$90,000","941 Jerome Ave APT 9A, Bronx, NY 10452",Studio,1 ba,400 sqft,- Condo for sale
54,54,"$295,000","3030 Johnson Ave APT 4K, Bronx, NY 10463",2 bds,2 ba,"1,100 sqft",- Condo for sale
55,55,"$699,000","69-30 79th St, Middle Village, NY 11379",3 bds,2 ba,"1,600 sqft",- House for sale
56,56,"$265,000","1210 Evergreen Ave APT 4, Bronx, NY 10472",2 bds,1 ba,"1,100 sqft",- Apartment for sale
57,57,"$799,999","1839 E 33rd St, Brooklyn, NY 11234",3 bds,2 ba,"1,955 sqft",- House for sale
58,58,"$400,000","227 E 14th St APT 5W, New York, NY 10003",3 bds,1 ba,"1,000 sqft",- Condo for sale
59,59,"$329,000","67-38 108th St APT B17, Forest Hills, NY 11375",2 bds,1 ba,750 sqft,- Condo for sale
60,60,"$688,000","642 Shepherd Ave, Brooklyn, NY 11208",5 bds,4 ba,"3,052 sqft",- Multi-family home for sale
61,61,"$999,000","1564 W 3rd St, Brooklyn, NY 11204",4 bds,3 ba,"1,428 sqft",- House for sale
62,62,"$1,595,000","673 E 22nd St, Brooklyn, NY 11210",7 bds,5 ba,"3,704 sqft",- House for sale
63,63,"$359,000","508 E 78th St APT 1M, New York, NY 10075",1 bd,1 ba,330 sqft,- For sale by owner
64,64,"$235,000","131-16 115th Ave, South Ozone Park, NY 11420",3 bds,2 ba,-- sqft,- House for sale
65,65,"$279,000","1270 E 51st St APT 3E, Brooklyn, NY 11234",3 bds,2 ba,-- sqft,- Condo for sale
66,66,"$549,000","16814 144th Ave, Jamaica, NY 11434",3 bds,3 ba,868 sqft,- House for sale
67,67,"$698,000","9 Boyle Pl, Staten Island, NY 10306",3 bds,3 ba,"1,292 sqft",- House for sale
68,68,"$2,998,000","21 Hunter St, Staten Island, NY 10304",8 bds,6 ba,"7,478 sqft",- House for sale
69,69,"$325,000","97 S 8th St APT 22, Brooklyn, NY 11249",2 bds,1 ba,-- sqft,- Condo for sale
70,70,"$799,000","2225 Pearsall Ave, Bronx, NY 10469",3 bds,2 ba,"2,080 sqft",- House for sale
71,71,"$769,000","78 Weldon St, Brooklyn, NY 11208",5 bds,4 ba,"1,577 sqft",- House for sale
72,72,"$575,000","115-15 202nd St, Saint Albans, NY 11412",4 bds,2 ba,"1,140 sqft",- House for sale
73,73,"$281,250","186 Norfolk St, Brooklyn, NY 11235",3 bds,2 ba,924 sqft,- House for sale
74,74,"$65,000","132-36 Pople Ave, Flushing, NY 11355",Studio,-- ba,-- sqft,- Condo for sale
75,75,"$299,000","13181 Francis Lewis Blvd, Laurelton, NY 11413",3 bds,1 ba,"1,479 sqft",- House for sale
76,76,"$1,549,999","8044 Langdale St, New Hyde Park, NY 11040",5 bds,4 ba,"4,700 sqft",- House for sale
77,77,"$50,000","1383 Plimpton Ave APT 5C, Bronx, NY 10452",1 bd,1 ba,"1,000 sqft",- Condo for sale
78,78,"$499,000","311 E 3rd St APT 18, New York, NY 10009",2 bds,1 ba,-- sqft,- Condo for sale
79,79,"$389,000","105-14 134th St, South Richmond Hill, NY 11419",3 bds,3 ba,"1,264 sqft",- House for sale
80,80,"$595,000","190 E 72nd St APT 31B, New York, NY 10021",2 bds,2 ba,-- sqft,- Condo for sale
81,81,"$240,000","24 Cooper St #5CD, New York, NY 10034",3 bds,2 ba,994 sqft,- Condo for sale
82,82,"$599,000","4028 Barnes Ave, Bronx, NY 10466",3 bds,3 ba,-- sqft,- House for sale
83,83,"$589,000","136 End Pl, Staten Island, NY 10312",3 bds,2 ba,"1,300 sqft",- House for sale
84,84,"$495,000","150 Sullivan St #47, New York, NY 10012",2 bds,1 ba,-- sqft,- Condo for sale
85,85,"$998,000","43-18 193rd St, Flushing, NY 11358",3 bds,3 ba,-- sqft,- House for sale
86,86,"$249,995","245-74 62nd Ave #6A, Little Neck, NY 11362",1 bd,1 ba,-- sqft,- Condo for sale
87,87,"$450,000","104 Division Ave #26, Brooklyn, NY 11211",3 bds,1 ba,820 sqft,- Condo for sale
88,88,"$509,000","136 Reid Ave, Staten Island, NY 10305",2 bds,2 ba,"1,575 sqft",- House for sale
89,89,"$599,000","73 Bay St #47, Brooklyn, NY 11231",2 bds,2 ba,"1,778 sqft",- New construction
90,90,"$4,900","2 Howard Ave, Brooklyn, NY 11221","8,000 sqft lot",- Lot / Land for sale,empty,empty
91,91,"$699,000","23 Cove Ln #2C, Brooklyn, NY 11234",3 bds,3 ba,"1,305 sqft",- Condo for sale
92,92,"$999,000","255 Beach 137th St, Far Rockaway, NY 11694",3 bds,2 ba,"1,800 sqft",- For sale by owner
93,93,"$575,000","681 Yetman Ave, Staten Island, NY 10307",3 bds,2 ba,"1,515 sqft",- House for sale
94,94,"$549,000","1196 Olympia Blvd, Staten Island, NY 10306",3 bds,1 ba,"1,144 sqft",- House for sale
95,95,"$1,999,000","3358 Richmond Rd, Staten Island, NY 10306",5 bds,5 ba,"3,700 sqft",- House for sale
96,96,"$859,000","63-26 83rd Pl, Middle Village, NY 11379",3 bds,2 ba,"2,500 sqft",- House for sale
97,97,"$50,000","216B Edgewater Park #B, Bronx, NY 10465",2 bds,1 ba,-- sqft,- Condo for sale
98,98,"$319,000","96 Perry St #6C, New York, NY 10014",Studio,1 ba,150 sqft,- Condo for sale
99,99,"$409,900","10119 158th Ave, Jamaica, NY 11414",3 bds,2 ba,948 sqft,- Foreclosure
100,100,"$400,000","1105 Winthrop St, Brooklyn, NY 11212",5 bds,3 ba,-- sqft,- Multi-family home for sale
101,101,"$899,000","6838 Nansen St, Forest Hills, NY 11375",3 bds,2 ba,"1,411 sqft",- House for sale
102,102,"$519,000","1120 Wheeler Ave, Bronx, NY 10472",7 bds,4 ba,"3,200 sqft",- Multi-family home for sale
103,103,"$275,000","235 E 22nd St APT 1D, New York, NY 10010",Studio,1 ba,-- sqft,- Condo for sale
104,104,"$249,500","5715 Mosholu Ave APT 3B, Bronx, NY 10471",2 bds,2 ba,"1,000 sqft",- Condo for sale
105,105,"$400,000","500 W 55th St APT 1W, New York, NY 10019",1 bd,1 ba,-- sqft,- Condo for sale
106,106,"$348,999","251 Corson Ave, Staten Island, NY 10301",2 bds,2 ba,653 sqft,- New construction
107,107,"$325,000","18-70 211th St #6D, Bayside, NY 11360",3 bds,2 ba,-- sqft,- Condo for sale
108,108,"$1,350,000","343 E 74th St PENTHOUSE 1D, New York, NY 10021",3 bds,4 ba,"1,862 sqft",- Apartment for sale
109,109,"$235,000","112-30 Northern Blvd #6D, Corona, NY 11368",3 bds,1 ba,-- sqft,- Condo for sale
110,110,"$110,000","424 E 115th St APT 4A, New York, NY 10029",Studio,1 ba,200 sqft,- Condo for sale
111,111,"$2,499,999","263 Macdonough St, Brooklyn, NY 11233",5 bds,5 ba,"4,200 sqft",- For sale by owner
112,112,"$825,000","38 McArthur Ave, Staten Island, NY 10312",5 bds,2 ba,"2,094 sqft",- House for sale
113,113,"$265,000","303 E 57th St APT 27L, New York, NY 10022",Studio,1 ba,-- sqft,- Condo for sale
114,114,"$275,000","311 E 169th St, Bronx, NY 10456",4 bds,3 ba,"1,384 sqft",- Foreclosure
115,115,"$759,000","87 Harbor Rd, Staten Island, NY 10303",8 bds,2 ba,"2,710 sqft",- House for sale
116,116,"$999,000","32 W 40th St APT 2D, New York, NY 10018",2 bds,2 ba,"1,100 sqft",- Condo for sale
117,117,"$3,200,000","320 Central Park W #11B, New York, NY 10025",2 bds,2 ba,"1,700 sqft",- For sale by owner
118,118,"$599,999","465 Ashland Ave, Staten Island, NY 10309",3 bds,2 ba,"1,144 sqft",- House for sale
119,119,"$779,000","779 Logan St, Brooklyn, NY 11208",6 bds,5 ba,"1,600 sqft",- Multi-family home for sale
120,120,"$499,000","2626 E 26th St APT 3B, Brooklyn, NY 11235",2 bds,1 ba,"1,001 sqft",- Condo for sale
121,121,"$250,000","555 Taylor Ave, Bronx, NY 10473",8 bds,3 ba,"2,604 sqft",- House for sale
122,122,"$625,000","101 18th Ave #M, Brooklyn, NY 11214",3 bds,2 ba,"1,128 sqft",- House for sale
123,123,"$255,000","519 E 87th St APT A, New York, NY 10128",Studio,1 ba,-- sqft,- Condo for sale
124,124,"$690,000","395 Smith St APT 2C, Brooklyn, NY 11231",2 bds,1 ba,718 sqft,- Condo for sale
125,125,"$575,000","12024 228th St, Jamaica, NY 11411",3 bds,1 ba,-- sqft,- House for sale
126,126,"$799,000","30-61 85th St, East Elmhurst, NY 11369",3 bds,2 ba,"1,728 sqft",- Multi-family home for sale
127,127,"$739,888","104 N Pine Ter, Staten Island, NY 10312",3 bds,2 ba,"2,008 sqft",- House for sale
128,128,"$469,888","326 Harbor Rd, Staten Island, NY 10303",2 bds,1 ba,"1,152 sqft",- House for sale
129,129,"$998,000","233-27 39th Ave, Little Neck, NY 11363",3 bds,3 ba,"2,196 sqft",- House for sale
130,130,"$289,000","84-29 155th Ave APT 2C, Howard Beach, NY 11414",4 bds,2 ba,-- sqft,- Condo for sale
131,131,"$688,900","100 Giffords Ln, Staten Island, NY 10308",4 bds,2 ba,"2,100 sqft",- House for sale
132,132,"$379,000","155 W 106th St #2B, New York, NY 10025",2 bds,1 ba,625 sqft,- Condo for sale
133,133,"$359,000","8340 Austin St APT 2T, Kew Gardens, NY 11415",2 bds,1 ba,-- sqft,- Condo for sale
134,134,"$275,000","2090 Madison Ave APT 4B, New York, NY 10037",2 bds,1 ba,750 sqft,- Condo for sale
135,135,"$549,000","15805 Linden Blvd, Jamaica, NY 11434",4 bds,2 ba,"1,320 sqft",- House for sale
136,136,"$165,000","1480 Thieriot Ave APT 5H, Bronx, NY 10460",2 bds,1 ba,890 sqft,- Condo for sale
137,137,"$538,000","119 Scribner Ave, Staten Island, NY 10301",4 bds,2 ba,"3,400 sqft",- House for sale
138,138,"$295,000","704 Brook Ave APT 3Q, Bronx, NY 10455",2 bds,2 ba,"1,132 sqft",- Condo for sale
139,139,"$329,000","21-77 33rd St APT 4G, Astoria, NY 11105",2 bds,1 ba,"430,000 sqft",- Condo for sale
140,140,"$639,000","26 Sharrotts Rd, Staten Island, NY 10309",3 bds,3 ba,"1,590 sqft",- House for sale
141,141,"$180,000","22 Greenfield Ct, Staten Island, NY 10304",2 bds,3 ba,"1,160 sqft",- Townhouse for sale
142,142,"$1,275,000","176 Johnson St #A4, Brooklyn, NY 11201",2 bds,1 ba,"1,100 sqft",- For sale by owner
143,143,"$1,895,000","333 E 91st St APT 15A, New York, NY 10128",3 bds,3 ba,"1,818 sqft",- Apartment for sale
144,144,"$350,000","100 Remsen St APT 7B, Brooklyn, NY 11201",1 bd,1 ba,900 sqft,- Condo for sale
145,145,"$675,000","1243 Mace Ave, Bronx, NY 10469",4 bds,3 ba,"1,584 sqft",- Multi-family home for sale
146,146,"$349,000","79 Edgewater Park #A, Bronx, NY 10465",3 bds,1 ba,"1,129 sqft",- Condo for sale
147,147,"$1,050,000","28-22 202nd St, Bayside, NY 11360",5 bds,2 ba,"1,750 sqft",- House for sale
148,148,"$389,000","13437 155th St, Jamaica, NY 11434",4 bds,2 ba,"1,920 sqft",- House for sale
149,149,"$259,000","251-07 61st Ave, Little Neck, NY 11362",1 bd,1 ba,650 sqft,- Condo for sale
150,150,"$665,000","65 Bradley Ave, Staten Island, NY 10314",3 bds,4 ba,"1,459 sqft",- House for sale
151,151,"$375,000","575 Park Ave APT 1403, New York, NY 10065",1 bd,1 ba,800 sqft,- Condo for sale
152,152,"$359,000","440 E 53 Road St, Brooklyn, NY 11203",5 bds,3 ba,-- sqft,- Multi-family home for sale
153,153,"$375,000","408 W 25th St APT 3RW, New York, NY 10001",1 bd,1 ba,450 sqft,- Condo for sale
154,154,"$448,000","30 Hill St, Staten Island, NY 10304",3 bds,3 ba,"1,400 sqft",- House for sale
155,155,"$435,000","208 E 90th St APT 2W, New York, NY 10128",2 bds,1 ba,"25,264 sqft",- Condo for sale
156,156,"$349,900","99-79 164th Dr, Howard Beach, NY 11414",2 bds,1 ba,-- sqft,- House for sale
157,157,"$165,000","5700 Arlington Ave APT 16K, Bronx, NY 10471",1 bd,1 ba,750 sqft,- Condo for sale
158,158,"$235,000","353 W 47th St #1RE, New York, NY 10036",Studio,1 ba,-- sqft,- Condo for sale
159,159,"$150,000","1027 Leggett Ave APT 1A, Bronx, NY 10455",1 bd,1 ba,700 sqft,- Condo for sale
160,160,"$79,000","1160 Colgate Ave APT 4B, Bronx, NY 10472",1 bd,1 ba,600 sqft,- Condo for sale
161,161,"$1,299,999","15 Drew Ct, Staten Island, NY 10309",4 bds,4 ba,"4,027 sqft",- Multi-family home for sale
162,162,"$1,750,000","182 Woodvale Ave, Staten Island, NY 10309",6 bds,5 ba,"4,900 sqft",- Multi-family home for sale
163,163,"$1,399,000","440 Kent Ave APT 17E, Brooklyn, NY 11249",2 bds,2 ba,"1,246 sqft",- For sale by owner
164,164,"$2,375,000","15 Grymes Hill Rd, Staten Island, NY 10301",5 bds,5 ba,"4,277 sqft",- House for sale
165,165,"$1,585,000","129 Columbia Hts APT 27, Brooklyn, NY 11201",3 bds,2 ba,-- sqft,- For sale by owner
166,166,"$300,000","1293 E 5th St APT 6G, Brooklyn, NY 11230",2 bds,1 ba,650 sqft,- Condo for sale
167,167,"$429,000","100 W 57th St APT 5J, New York, NY 10019",2 bds,2 ba,"1,200 sqft",- Condo for sale
168,168,"$750,000","1961 Paulding Ave, Bronx, NY 10462",3 bds,3 ba,"1,741 sqft",- Multi-family home for sale
169,169,"$920,000","195 Garfield Pl APT 1C, Brooklyn, NY 11215",2 bds,1 ba,-- sqft,- Condo for sale
170,170,$440K,"139-30 227th St, Springfield Gardens, NY 11413",3 bds,2 ba,"1,362 sqft",- Auction
171,171,"$370,000","137-14 97th St, Ozone Park, NY 11417",3 bds,2 ba,-- sqft,- House for sale
172,172,"$575,000","16 Ormond Pl, Staten Island, NY 10305",3 bds,2 ba,"1,550 sqft",- House for sale
173,173,"$695,000","90-25 211th St, Queens Village, NY 11428",3 bds,2 ba,-- sqft,- House for sale
174,174,"$288,000","224-39B 64th Ave, Oakland Gardens, NY 11364",2 bds,1 ba,-- sqft,- Condo for sale
175,175,"$699,000","268 E 4th St APT 5CD, New York, NY 10009",3 bds,2 ba,-- sqft,- Condo for sale
176,176,"$759,000","4150 Richmond Ave, Staten Island, NY 10312",3 bds,4 ba,"1,440 sqft",- House for sale
177,177,"$749,000","1414 E 54th St, Brooklyn, NY 11234",4 bds,3 ba,868 sqft,- House for sale
178,178,"$669,000","15 Crestwater Ct, Staten Island, NY 10305",3 bds,4 ba,"2,025 sqft",- House for sale
179,179,"$169,000","4320 Van Cortlandt Park Ave #1L, Bronx, NY 10471",1 bd,1 ba,750 sqft,- Condo for sale
180,180,"$1,995,000","1 Irving Pl APT V28B, New York, NY 10003",2 bds,2 ba,"1,016 sqft",- For sale by owner
181,181,"$798,888","73 Sandalwood Dr, Staten Island, NY 10308",4 bds,4 ba,"2,704 sqft",- Multi-family home for sale
182,182,"$875,000","160 Ebbitts St, Staten Island, NY 10306",5 bds,3 ba,"3,650 sqft",- House for sale
183,183,"$298,000","2011 E 58th St #149F, Brooklyn, NY 11234",2 bds,1 ba,885 sqft,- Condo for sale
184,184,"$329,000","2800 Coyle St APT 521, Brooklyn, NY 11235",1 bd,1 ba,800 sqft,- Condo for sale
185,185,"$268,888","3025 Ocean Ave APT 6A, Brooklyn, NY 11235",1 bd,1 ba,800 sqft,- Condo for sale
186,186,"$2,499,500","4202 Avenue T, Brooklyn, NY 11234",3 bds,6 ba,"4,096 sqft",- House for sale
187,187,"$419,000","109 Aspen Knolls Way, Staten Island, NY 10312",2 bds,2 ba,"1,354 sqft",- House for sale
188,188,"$598,888","55 Coventry Loop, Staten Island, NY 10312",3 bds,3 ba,"1,735 sqft",- House for sale
189,189,"$347,500","2390 Palisade Ave APT 1E, Bronx, NY 10463",3 bds,2 ba,"1,400 sqft",- Condo for sale
190,190,"$769,999","360 Ionia Ave, Staten Island, NY 10312",4 bds,2 ba,"2,100 sqft",- House for sale
191,191,"$155,000","72-81 113th St #2B, Forest Hills, NY 11375",Studio,1 ba,-- sqft,- Condo for sale
192,192,"$555,000","130 Lenox Ave APT 206, New York, NY 10026",2 bds,1 ba,800 sqft,- For sale by owner
193,193,"$299,888","47-22 216th St APT 3B, Bayside, NY 11361",2 bds,1 ba,"1,040 sqft",- Condo for sale
194,194,"$625,000","4517 Clarendon Rd, Brooklyn, NY 11203",3 bds,2 ba,"1,584 sqft",- House for sale
195,195,"$648,000","587 Britton Ave, Staten Island, NY 10304",3 bds,3 ba,"1,344 sqft",- House for sale
196,196,"$800,000","330 W 17th St APT 5E, New York, NY 10011",1 bd,1 ba,500 sqft,- For sale by owner
197,197,"$650,000","227 E 14th St APT 4W, New York, NY 10003",3 bds,1 ba,983 sqft,- Condo for sale
198,198,"$209,000","23 Neptune St, Staten Island, NY 10306",2 bds,1 ba,855 sqft,- House for sale
199,199,"$549,000","95 Morrison Ave, Staten Island, NY 10310",3 bds,2 ba,"1,064 sqft",- House for sale
200,200,"$549,000","95 Morrison Ave, Staten Island, NY 10310",3 bds,2 ba,"1,064 sqft",- House for sale
201,201,"$649,900","233 Saint Marys Ave, Staten Island, NY 10305",4 bds,3 ba,"1,400 sqft",- House for sale
202,202,"$110,000","2102 Holland Ave APT 2D, Bronx, NY 10462",1 bd,1 ba,750 sqft,- Condo for sale
203,203,"$725,000","326 Covert St, Brooklyn, NY 11237",11 bds,1 ba,"4,680 sqft",- Multi-family home for sale
204,204,"$1,688,000","13-29 Malba Dr, Whitestone, NY 11357",4 bds,4 ba,"2,500 sqft",- House for sale
205,205,"$1,499,000","250 Mercer St, New York, NY 10012",2 bds,2 ba,"2,000 sqft",- Condo for sale
206,206,"$750,000","3553 77th St APT 3G, Flushing, NY 11372",2 bds,2 ba,"1,250 sqft",- For sale by owner
207,207,"$1,575,000","175 Halsey St, Brooklyn, NY 11216",7 bds,6 ba,"3,268 sqft",- For sale by owner
208,208,"$235,000","2525 W 2nd St APT 1G, Brooklyn, NY 11223",1 bd,1 ba,700 sqft,- Condo for sale
209,209,"$597,600","12-15 Broadway #821, Astoria, NY 11106",1 bd,1 ba,664 sqft,- For sale by owner
210,210,"$300,000","767 Georgia Ave, Brooklyn, NY 11207",4 bds,1 ba,"1,595 sqft",- House for sale
211,211,"$475,000","18 Dreyer Ave, Staten Island, NY 10314",2 bds,2 ba,"1,200 sqft",- Townhouse for sale
212,212,"$148,000","(undisclosed Address), Bronx, NY 10462",1 bd,1 ba,725 sqft,- Condo for sale
213,213,"$330,000","190-18 114th Dr, Saint Albans, NY 11412",4 bds,2 ba,-- sqft,- House for sale
214,214,"$619,000","1221 E 104th St, Brooklyn, NY 11236",3 bds,2 ba,"1,230 sqft",- House for sale
215,215,"$733,000","82-31 246th St, Bellerose, NY 11426",4 bds,2 ba,"1,425 sqft",- House for sale
216,216,"$399,000","2911 D Ave, Brooklyn, NY 11226",-- bds,3 ba,"2,160 sqft",- Multi-family home for sale
217,217,"$1,399,999","81 74th St, Brooklyn, NY 11209",4 bds,3 ba,"2,563 sqft",- Multi-family home for sale
218,218,"$1,240,009","80-41 242nd St, Bellerose, NY 11426",5 bds,5 ba,"4,089 sqft",- House for sale
219,219,"$945,000","71-16 67th St, Ridgewood, NY 11385",6 bds,2 ba,-- sqft,- Multi-family home for sale
220,220,"$639,888","243 Brookfield Ave, Staten Island, NY 10308",3 bds,3 ba,"1,685 sqft",- House for sale
221,221,"$890,000","62-96 Austin St, Rego Park, NY 11374",5 bds,2 ba,"2,400 sqft",- Multi-family home for sale
222,222,"$799,000","807 E 37th St, Brooklyn, NY 11210",4 bds,3 ba,-- sqft,- House for sale
223,223,"$459,000","20 Bay Street Lndg APT 3F, Staten Island, NY 10301",2 bds,1 ba,"1,566 sqft",- Condo for sale
224,224,"$614,900","264 Vogel Ave, Staten Island, NY 10309",3 bds,2 ba,"1,144 sqft",- Foreclosure
225,225,"$1,099,999","697 Arden Ave, Staten Island, NY 10312",4 bds,5 ba,"3,500 sqft",- Multi-family home for sale
226,226,"$342,900","146 Parkview Loop, Staten Island, NY 10314",2 bds,2 ba,945 sqft,- Townhouse for sale
227,227,"$838,000","43-20 219th St, Bayside, NY 11361",3 bds,2 ba,-- sqft,- House for sale
228,228,"$220,000","3655 Shore Pkwy APT 5C, Brooklyn, NY 11235",2 bds,1 ba,"1,000 sqft",- Condo for sale
229,229,"$675,000","100 W 57th St UNIT 4JK, New York, NY 10019",3 bds,3 ba,"2,200 sqft",- Condo for sale
230,230,"$788,888","1640 Fowler Ave, Bronx, NY 10462",4 bds,3 ba,"2,397 sqft",- Multi-family home for sale
231,231,"$898,000","150 Petrus Ave, Staten Island, NY 10312",3 bds,3 ba,"2,250 sqft",- House for sale
232,232,"$200,000","3366 Barker Ave, Bronx, NY 10467",Studio,-- ba,"1,476 sqft",- House for sale
233,233,"$530,000","752 E 222nd St, Bronx, NY 10467",4 bds,3 ba,"1,134 sqft",- House for sale
234,234,"$250,000","735 Avenue W #L2, Brooklyn, NY 11223",1 bd,1 ba,798 sqft,- Condo for sale
235,235,"$159,999","2104 Holland Ave APT 5A, Bronx, NY 10462",1 bd,1 ba,750 sqft,- Condo for sale
236,236,"$649,000","89-23 202nd St, Hollis, NY 11423",4 bds,2 ba,-- sqft,- House for sale
237,237,"$759,000","233-24 87th Ave, Queens Village, NY 11427",4 bds,3 ba,"1,321 sqft",- House for sale
